id;name;description;price;shipping;enabled;quantity;source_url;category_ids
682;temp prod name with ID: 682;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-orbis-2-czarny-283;201,204,207,214,215,216,218,286
683;temp prod name with ID: 683;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-orbis-2-bialy-282;201,203,207,214,215,216,218,286
684;temp prod name with ID: 684;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-loopez-czarny-zloty-242;201,211,213,214,215,216,218,286,288
685;temp prod name with ID: 685;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-loopez-czarny-miedz-241;201,211,213,214,215,216,218,286,288
686;temp prod name with ID: 686;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-loopez-czarny-chrom-240;201,211,213,214,215,216,218,286
687;temp prod name with ID: 687;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-penne-20-bialy-223;201,207,213,214,215,216,218,286
688;temp prod name with ID: 688;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-lokko-czarny-206;201,204,215,216,220,286
689;temp prod name with ID: 689;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-lokko-bialy-205;201,203,215,216,220,286
690;temp prod name with ID: 690;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-skala-czarny-172;201,204,215,216,220,286
691;temp prod name with ID: 691;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-skala-bialy-171;201,203,215,216,220,286
692;temp prod name with ID: 692;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-ariz-naturalne-drewno-72;201,210,215,216,217,286
693;temp prod name with ID: 693;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-salgado-naturalne-drewno-69;201,210,215,216,217,286
694;temp prod name with ID: 694;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-sigma-beton-41;201,206,208,214,215,216,218,286,288
695;temp prod name with ID: 695;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-ariz-beton-39;201,206,208,215,216,217,286
696;temp prod name with ID: 696;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-salgado-beton-36;201,206,208,215,216,217,286
697;temp prod name with ID: 697;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-keke-6-dab-802;201,221,230,233,234,235,236,286
698;temp prod name with ID: 698;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-keke-4-dab-801;201,221,230,233,234,235,236,241,286
699;temp prod name with ID: 699;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-keke-3-dab-800;201,221,230,233,234,235,236,239,286
700;temp prod name with ID: 700;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-keke-2-dab-799;201,221,230,233,234,235,236,239,286
701;temp prod name with ID: 701;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-keke-30-dab-798;201,221,230,233,234,235,236,238,286
702;temp prod name with ID: 702;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-keke-10-dab-797;201,221,230,233,234,235,236,237,286
703;temp prod name with ID: 703;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-utti-bialy-2469;201,203,211,213,214,215,216,217,287
704;temp prod name with ID: 704;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-utti-czarny-2470;201,204,211,213,214,215,216,217,287
705;temp prod name with ID: 705;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-ring-czarny-z-wlacznikiem-2465;201,204,211,213,214,215,216,217,287
706;temp prod name with ID: 706;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-ring-bialy-z-wlacznikiem-2463;201,203,211,213,214,215,216,217,287
707;temp prod name with ID: 707;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-tear-czarny-2462;201,204,211,213,215,216,218,287
708;temp prod name with ID: 708;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/kinkiet-tear-bialy-2460;201,203,211,213,215,216,218,287
709;temp prod name with ID: 709;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-6-czarny-chrom-1701;221,232,233,234,235,236,242,286,287
710;temp prod name with ID: 710;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-6-czarny-zloty-1700;221,232,233,234,235,236,286,287
711;temp prod name with ID: 711;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-4-czarny-zloty-1699;221,232,233,234,235,236,241,286,287
712;temp prod name with ID: 712;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-4-czarny-chrom-1698;221,232,233,234,235,236,241,286,287
713;temp prod name with ID: 713;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-3-czarny-zloty-1697;221,232,233,234,235,236,240,286,287
714;temp prod name with ID: 714;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-3-czarny-chrom-1696;221,232,233,234,235,236,239,286,287
715;temp prod name with ID: 715;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-2-czarny-zloty-1695;221,232,233,234,235,236,239,286,287
716;temp prod name with ID: 716;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-nero-2-czarny-chrom-1694;221,232,233,234,235,236,239,286,287
717;temp prod name with ID: 717;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-3p-czarny-642;221,224,232,233,234,235,236,238,286
718;temp prod name with ID: 718;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-3p-bialy-641;221,223,232,233,234,235,236,238,286
719;temp prod name with ID: 719;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-celia-chrom-600;221,234,235,240,286
720;temp prod name with ID: 720;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-massimo-chrom-596;221,234,235,240,286
721;temp prod name with ID: 721;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-55-bialy-583;221,223,231,233,235,236,241,286
722;temp prod name with ID: 722;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-55-szary-582;221,226,231,233,235,236,241,286
723;temp prod name with ID: 723;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-55-czarny-581;221,224,231,233,235,236,241,286
724;temp prod name with ID: 724;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-45-bialy-580;221,223,231,233,235,236,240,286
725;temp prod name with ID: 725;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-45-szary-579;221,226,231,233,235,236,240,286
726;temp prod name with ID: 726;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-45-czarny-578;221,224,231,233,235,236,240,286,288
727;temp prod name with ID: 727;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-35-bialy-577;221,223,231,233,235,236,239,286
728;temp prod name with ID: 728;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-35-szary-576;221,226,231,233,235,236,239,286
729;temp prod name with ID: 729;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-35-czarny-575;221,224,231,233,235,236,239,286
730;temp prod name with ID: 730;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-25-bialy-574;221,223,231,233,235,236,239,286
731;temp prod name with ID: 731;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-25-szary-573;221,226,231,233,235,236,239,286
732;temp prod name with ID: 732;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-horus-25-czarny-572;221,224,231,233,235,236,239,286
733;temp prod name with ID: 733;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-55-biala-559;221,223,231,233,235,236,240,286
734;temp prod name with ID: 734;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-55-szara-558;221,226,231,233,235,236,241,286
735;temp prod name with ID: 735;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-55-czarna-557;221,224,231,233,235,236,240,286
736;temp prod name with ID: 736;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-45-biala-556;221,223,231,233,235,236,239,286
737;temp prod name with ID: 737;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-45-szara-555;221,226,231,233,235,236,240,286
738;temp prod name with ID: 738;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-45-czarna-554;221,224,231,233,235,236,239,286
739;temp prod name with ID: 739;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-35-biala-553;221,223,231,233,235,236,239,286
740;temp prod name with ID: 740;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-35-szara-552;221,226,231,233,235,236,239,286
741;temp prod name with ID: 741;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-35-czarna-551;221,224,231,233,235,236,239,286,288
742;temp prod name with ID: 742;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-25-szara-550;221,223,231,233,235,236,238,286
743;temp prod name with ID: 743;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-25-szara-549;221,226,231,233,235,236,239,286
744;temp prod name with ID: 744;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-sufitowy-arena-25-czarna-548;221,224,231,233,235,236,238,286
745;temp prod name with ID: 745;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-6-biala-448;221,223,232,233,234,235,236,240,286
746;temp prod name with ID: 746;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-4-bialy-447;221,223,232,233,234,235,236,239,286
747;temp prod name with ID: 747;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-4-czarny-446;221,224,232,233,234,235,236,239,286
748;temp prod name with ID: 748;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-3-czarny-445;221,224,232,233,234,235,236,239,286
749;temp prod name with ID: 749;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-3-bialy-444;221,223,232,233,234,235,236,239,286
750;temp prod name with ID: 750;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-2-bialy-443;221,223,232,233,234,235,236,238,286
751;temp prod name with ID: 751;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-eyetech-2-czarny-442;221,224,232,233,234,235,236,238,286
752;temp prod name with ID: 752;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-merida-6l-czarny-418;221,224,232,233,234,235,236,241,286,288
753;temp prod name with ID: 753;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-merida-4l-czarny-415;221,224,232,233,234,235,236,240,286,288
754;temp prod name with ID: 754;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-merida-3-czarna-409;221,224,232,233,234,235,236,239,286
755;temp prod name with ID: 755;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-merida-2-czarny-406;221,224,232,233,234,235,236,238,286
756;temp prod name with ID: 756;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-6l-chrom-401;221,225,232,233,234,235,236,240,286,288
757;temp prod name with ID: 757;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-4l-chrom-400;221,225,232,233,234,235,236,239,286,288
758;temp prod name with ID: 758;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-4-chrom-399;221,225,232,233,234,235,236,239,286
759;temp prod name with ID: 759;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-3-chrom-398;221,225,232,233,234,235,236,238,286,288
760;temp prod name with ID: 760;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-2-chrom-397;221,225,232,233,234,235,236,238,286
761;temp prod name with ID: 761;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-6l-szary-395;221,226,232,233,234,235,236,240,286
762;temp prod name with ID: 762;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-6l-czarny-394;221,224,232,233,234,235,236,240,286,288
763;temp prod name with ID: 763;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-6l-bialy-393;221,223,232,233,234,235,236,240,286,288
764;temp prod name with ID: 764;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-4l-bialy-392;221,223,232,233,234,235,236,239,286,288
765;temp prod name with ID: 765;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-4l-czarny-391;221,224,232,233,234,235,236,239,286,288
766;temp prod name with ID: 766;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-4l-szary-390;221,226,232,233,234,235,236,239,286
767;temp prod name with ID: 767;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-4-szary-389;221,226,232,233,234,235,236,239,286
768;temp prod name with ID: 768;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-3-szary-388;221,226,232,233,234,235,236,238,286
769;temp prod name with ID: 769;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-ring-2-szary-387;221,226,232,233,234,235,236,238,286
770;temp prod name with ID: 770;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-blake-czarny-353;221,224,227,234,235,236,237,286
771;temp prod name with ID: 771;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-tiube-czarny-350;221,224,227,234,235,236,237,286
772;temp prod name with ID: 772;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-tiube-bialy-348;221,224,227,234,235,236,237,286
773;temp prod name with ID: 773;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-quad-maxi-czarny-292;221,224,227,234,235,236,238,286
774;temp prod name with ID: 774;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-quad-maxi-bialy-291;221,223,227,234,235,236,238,286
775;temp prod name with ID: 775;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-quad-1-bialy-290;221,223,227,234,235,236,237,286
776;temp prod name with ID: 776;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-quad-1-czarny-288;221,224,227,234,235,236,237,286,288
777;temp prod name with ID: 777;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-orbis-2-bialy-278;221,223,227,234,235,236,239,286
778;temp prod name with ID: 778;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-orbis-2-czarny-276;221,224,227,234,235,236,239,286
779;temp prod name with ID: 779;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-orbis-1-bialy-275;221,223,227,234,235,236,237,286,288
780;temp prod name with ID: 780;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-orbis-1-szary-274;221,226,227,234,235,236,237,286
781;temp prod name with ID: 781;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-orbis-1-czarny-273;221,224,227,234,235,236,237,286,288
782;temp prod name with ID: 782;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;399,99;dhl,inpost;1;1200;https://sollux.pl/pl/products/plafon-berg-3-naturalne-drewno-97;221,230,233,234,235,236,239,286
